comment_id,event_id,text,llm_stance,is_trash,verified_label,notes
cmt_education_011_0481,education_011,"Việt Nam nên đề xuất bãi bỏ phòng làm việc riêng cho cán bộ cấp cao ở tất cả các ngành,các lĩnh vực tránh có không gian riêng tư làm việc thì ít mập mờ thì quá nhiều. 
Học tập các văn phòng của công ty Hàn Team, Group, Part Leader địa vị khá cao nhưng chỉ có khu bàn làm việc còn xung quanh là nhân viên đảm bảo khi làm việc cả sếp và nhân viên đều nghiêm túc!",tiêu cực,False,,
cmt_education_004_0075,education_004,Ơ. Thầy đi thì ai trả đợt 2??,trung lập,False,,
cmt_education005_0004_r02,education_005,Loan Nguyễn Huyen Nguyen,tiêu cực,False,,
cmt_education_038_0125,education_038,Quỳnh Trang xem nè,rác,True,,
cmt_education_017_0533,education_017,Thi xong chắc đột quỵ cũng nhiều,tiêu cực,False,,
cmt_education017_0006_r20,education_017,Zuoq Lee Chỉ bọn không muốn minh bạch mới sợ thôi.,tiêu cực,False,,
cmt_education_037_0005_r05,education_037,"Duy Phạm Ý nói là chỉ 1 thôi, 2k7 là nhấn mạnh để Bộ hiểu cho nỗi lòng của PH và hs ấy bạn.",ý kiến riêng,False,,
cmt_education_011_0453,education_011,cứ bảo lấy vợ giáo viên cho yên tâm...,ý kiến riêng,False,,
cmt_education009_0010_r01,education_009,"An Nguyen đúng rồi, tát đủ 231 cái.",tiêu cực,False,,
cmt_education007_0004_r09,education_007,Tien Huynh nói tầm bậy lại nói to... cái đầu ngu học..,tiêu cực,False,,
cmt_education_011_0388,education_011,"Trời ạ sao mà ghê đến như vậy , giờ thì đẹp mặt với gd vợ con và dongg họ chưa",tiêu cực,False,,
cmt_education018_0011_r04,education_018,"Hairr David Ng Đi ô tô 40p, xe máy 50p nếu ko tắc đường (30-35km). Nhưng thường xuyên tắc ở đoạn đầu Đại Lộ Thăng Long nên đi mất 1,5 tiếng là bt. Nói chung nên chuyển nhưng có metro sẽ ok hơn. Quãng đường trên 30km / 1 chiều là quá xa để đi hàng ngày",trung lập,False,,
cmt_education_037_0001_r02,education_037,Nguyễn Tấn Vân Xuân bạn nói quá đúng nếu xét học bạ điểm 10 trong lớp ra thực tế các con sẽ stress điểm thật 🤔,tích cực,False,,
cmt_education007_0002_r03,education_007,"Nó đang thế nào thì giữ nguyên zay đi. Còn hok thì bê nguyên quy chuẩn của Mỹ về áp đào tạo luôn, bằng đc công nhận quốc tế luôn cho khoẻ",tiêu cực,False,,
cmt_education_017_0102,education_017,Đùa😁,rác,True,,
cmt_education_040_0011_r03,education_040,Nguyễn Thương e tưởng ít thì cô đỡ vất vả kkkk,trung lập,False,,
cmt_education_016_0034,education_016,"Kính mong bộ giáo dục cho các em được đăng ký nhiều nguyện vọng như năm trước và có nhiều nguyện vọng ngành sư pham, xin cảm ơn!",tích cực,False,,
cmt_education_038_0097,education_038,Mong chờ lắm luôn,tích cực,False,,
cmt_education011_0005_r07,education_011,Có phải hiệu trưởng đâu mà thầy....Chủ tịch thì là doanh nhân thôi,trung lập,False,,
cmt_education_009_0276,education_009,"GV buộc thôi việc, HT khiển trách. K công nhận chuẩn gì hết!!!",tiêu cực,False,,
cmt_education_011_0434,education_011,Chức to cơ to là lấp liếm ngay,tiêu cực,False,,
cmt_education_016_0062,education_016,Cho hỏi tại sao VN chúng ta có thang điểm 10 rồi mà các giáo viên vẫn phải chấm thêm điểm lẻ 0.5 vậy? thậm chí giờ chấm đến tận 0.25 ...,trung lập,False,,
cmt_education_011_0315,education_011,Ở trường học sao nữ mặc đồ kỳ vậy,tiêu cực,False,,
cmt_education017_0048_r01,education_017,Phuong Anhh nhung mà mình là thủ đô mà tr:))),trung lập,False,,
cmt_education_018_0033,education_018,Nhường cho mẫu giáo và PTTH là hợp lí,trung lập,False,,
cmt_education_018_0286,education_018,Nên di dời hết ra khỏi thủ đô và tp HCM. Phần lớn sinh viên từ tỉnh lẻ chứ k phải thủ đô hay tp HCM,trung lập,False,,
cmt_education018_0006_r12,education_018,"Dương Dũng thế à e svien e thấy chả có lợi tí nào, sinh hoạt thì rẻ đc mỗi cái nhà trọ ít hơn nội đô vài đồng còn ăn uống vẫn thế. Đừng nghĩ ai lên phố cũng ăn chơi a ạ, thanh niên svien lên đây ngoài học ra còn ptrien bản thân, đi làm thêm chứ ở quê lấy đâu ra a,ngta bảo thanh niên lên phố học tập lập nghiệp chứ ai lại bảo về quê k hả a?như e đkien bth ở đây quá tốt vừa học vừa làm,y tế rồi csong phố thị bao h chất lượng cũng tốt hơn quê",trung lập,False,,
cmt_education_005_0292,education_005,Chắc ko học thêm cô mà giỏi nên hạ chơi.,tiêu cực,False,,
cmt_education_011_0541,education_011,thay giao ma nhu the thi con day hoc sinh gi,tiêu cực,False,,
cmt_education_005_0054,education_005,Nghỉ mẹ. Luôn đình chỉ chi,tiêu cực,False,,
cmt_education_018_0132,education_018,"Dự kiến mãi, làm luôn và ngay, trương cũ chuyển thành trương thpt công lập",rác,True,,
cmt_education_005_0302,education_005,"Nếu thật thì đê tiện quá, thù hằn gì với các con mà phải làm vậy con ác ma",tiêu cực,False,,
cmt_education005_0008_r02,education_005,"Chân Trời dạ. Tụi nhỏ học nhiều quá, đôi khi có tí sơ suất, châm chước cho các em. Còn việc vì HS k đI học thêm mà làm như cô giáo nói trong bài thật sự quá nhục nhã "" đồng tiền mà bán rẻ danh dự, nhân phẩm""",tiêu cực,False,,
cmt_education_018_0080,education_018,Tư duy kém ( Manh mún) thế mà đòi nhìn thấy 100 năm sau😏😏😏,trung lập,False,,
cmt_education007_0031_r03,education_007,"luật giáo dục là luật chung hệ chung cho hệ giáo dục đào tạo do Bộ giáo dục chủ trì, Bộ giáo dục củng không thể làm sai so với hệ thống giáo dục văn bằng nước khác. Chuyên môn là tích luỹ thời gian thực hành ngay cả thời gian học lâm sàng khi còn trên ghế vẫn được tính nhưng Bộ y tế soạn thảo không có, ngay cả 3 trường Y hà nội dạy riêng, Y saigon riêng, Y huế Thập chung cả hai , sau đó ByT mới có hợp nhất chúng cho quy trình đào tạo mà nó đang ở vấn đề soạn thảo dù có ban quyết định nhưng chưa tới nơi tới chốn",trung lập,False,,
cmt_education_038_0063_r01,education_038,Nguyễn Trà Ngân ok c. E sẽ đi học lại🤣🤣,rác,True,,
cmt_education_007_0313,education_007,Cháu tôi chỉ học bác sĩ đông y cổ truyền ở Mỹ mà hết 8 năm cộng với 2 năm thực hành ở Trung Quốc là 10 năm,trung lập,False,,
cmt_education_040_0030,education_040,"Nên học tất cả các môn trừ trải nghiệm, GD ĐP",ý kiến riêng,False,,
cmt_education_019_0017,education_019,Cả lũ giáo giên mất dậy bố láo ăn cắp,tiêu cực,False,,
cmt_education018_0006_r29,education_018,Lê Trần Bách thì cứ đi đi lè nhè cái gì )),rác,True,,
cmt_education_007_0114,education_007,"tui thạc sĩ nè, mà tui ngưỡng mộ bs nội trú nhen. Chứ tui không ngưỡng mộ mấy khứa ths, ts trong lĩnh vực của tui 🙂",tích cực,False,,
cmt_education013_0017_r02,education_013,"Nguyễn Ngọc Phát lên để nghe nó ""đào lửa"" chứ bạn",trung lập,False,,
cmt_education_007_0336,education_007,Đá lộn sân của bộ GD,tiêu cực,False,,
cmt_education_011_0374,education_011,"Cùng lắm chỉ bị cắt chức, chứ có bị sử tội phá vỡ hạnh phúc gia đình người ta đâu",ý kiến riêng,False,,
cmt_education_009_0112,education_009,"Thích nhất câu kết : ""không thể ép con làm những cừu im lặng được..."" , Cám ơn bạn !",tích cực,False,,
cmt_education018_0003_r05,education_018,Hoàng Lê ý là các quán trong nội thành mất ăn.,trung lập,False,,
cmt_education007_0013_r01,education_007,Hoang Nguyen hay,tiêu cực,False,,
cmt_education_038_0064,education_038,Anh em gì chuyển bị học tiếng Nga rồi 😀😀,rác,True,,
cmt_education_018_0189,education_018,Hoàng Đức Anh Hoàng Nguyên baibai ptit,rác,True,,
cmt_education_037_0112,education_037,Nên xét cho trường giỏi chuyên thôi🖤,ý kiến riêng,False,,
cmt_education018_0011_r12,education_018,"Tiệm Tháng Năm sinh viên trưởng thành rùi, đi trọ học khắp các tỉnh còn đc nữa là đi ra ngoại thành. Nhường ưu tiên cho các em cấp 3 là đúng rùi ạ",tích cực,False,,
cmt_education007_0004_r03,education_007,"Phan Văn phải đâu ra đó bạn ơi, chứ kiểu nầy gây nhiều mâu thuẩn rối rắm",tiêu cực,False,,
cmt_education017_0007_r01,education_017,Lê Trần Phương Hân khoa trợ tim=)),trung lập,False,,
cmt_education015_0006_r11,education_015,Tuan Trinh Dinh Rất cảm ơn bạn vì đã được xem video ý nghĩa,tích cực,False,,
cmt_education_011_0078,education_011,Ngu v :)),rác,True,,
cmt_education017_0010_r08,education_017,Hoàng Lê bộ gd riết nhảm vãi l,rác,True,,
cmt_education020_0001_r44,education_020,Anonymous participant 456 ê câm dùm đi lớn mà nói chuyện cl gì đ chịu nổi,rác,True,,
cmt_education_004_0115,education_004,Pháp luật nên nghiêm minh với những người không chi trả chế độ đúng đủ theo pháp luật.,tiêu cực,False,,
cmt_education007_0001_r02,education_007,Trai Đẹp Nhà Tui trái ý mình là kêu ngta ko học liền😆,tích cực,False,,
cmt_education_018_0206,education_018,"Ae lên hoà lạc cứu giá trên này với 😭😭😭
Đồ ăn mắc quá hiện rất cần nhân lực có năng lực mặc cả số lượng lớn",trung lập,False,,
cmt_education_018_0268,education_018,"Học sinh đi học ăn ở nội đô quá tốn kém,không giải quyết được vấn đề gì,học mà phải đi bưng bê,chạy xe ôm để trả sinh hoạt phí thì thời giờ nào cho các hoạt động Văn hóa thể thao nữa",trung lập,False,,
cmt_education_007_0226,education_007,Thôi các bộ sắp xếp chung đi để cho tụi em học sđh được xếp bảng lương😁,tích cực,False,,
cmt_education_011_0464,education_011,"Ông này ko phải hiệu trưởng, trường dân lập nên đây kiểu như là chủ thôi, hiệu trưởng là người khác. Còn những phụ nữ trong các clip kia toàn là ph học sinh được xác nhận địa chỉ hết rồi. Con của mấy bà giờ xấu hổ bỏ học luôn rồi. Ko có gv nên đừng nói mấy lời thô tục b ẩ n th ỉ u như thế. Mấy hôm nay các cô ở trường đấy thấy bị chửi quá trời",trung lập,False,,
cmt_education007_0002_r01,education_007,"Nguyễn Thắng nói thì dài mà trả có cái ý nghĩa đ gì.
Ông giỏi thế thì tự nghiên cứu, tự tìm nguyên nhân tự chữa đi đến bệnh viện làm gì để người ta LỪA ĐẢo??",tiêu cực,False,,
cmt_education_007_0176,education_007,Sao phải thay đổi làm gì nhỉ 🙄 đề vs chả xuất,tiêu cực,False,,
cmt_education_038_0131,education_038,100₫ 💃🏻🔥,rác,True,,
cmt_education020_0016_r06,education_020,"Sinh Hoang bạn đã thần thánh cái đầu chăn trâu của mấy thằng này! Thằng nào cũng giáo sư tiến sĩ, nó mà không copy để trên mạng xuống thua cái gì tôi cũng thua! No mà nghĩ ra để thử người ta, nghe mắc cười! Ngu như con gì! Mang tiếng chuyên viên toán chuyên viên ra đề!!! Thực chất có biết cái gì đâu ! Chị biết tới tháng lãnh lương, vơ vét nếu có cơ hội",tiêu cực,False,,
cmt_education_004_0162,education_004,Đợt này khối trường và đơn vị  lại phải chi trả cho người đi tập A80. Ăn mặn quá mà,tiêu cực,False,,
cmt_education005_0036_r01,education_005,Loan Ly Thi Thu đo là một vấn đề khó hiểu chị hén,trung lập,False,,
cmt_education020_0004_r01,education_020,"TienTuyen Cao cả cấp3 cũng nẻn bỏ thi đi ,xoá phổ cập hết cấp 3 là tốt mn nhỉ",trung lập,False,,
cmt_education_011_0172,education_011,Ô nhục cho ngành giáo dục  thử hỏi như thế này làm sao giáo dục được học sinh nên người. hèn gì nạn bạo lực học đường xảy ra liên tục.với tư cách là người đứng đầu nền tảng giáo dục con người nhưng người lai làm bẩn thêm nét đẹp bản sắc văn hóa xã hội,tiêu cực,False,,
cmt_education_037_0052,education_037,"Mỗi trường ra đề thi HK khác nhau nên kq học bạ khác nhau không công bằng cho các con học trường Top.
Thi là công bằng nhất",tích cực,False,,
cmt_education_037_0133,education_037,Thi đánh giá năng lực là công bằng nhất.,tích cực,False,,
cmt_education017_0001_r18,education_017,Nguyễn Lê Trí Lộc thôi thì nhờ ráng,rác,True,,
cmt_education_004_0058,education_004,Thầy đã trả tiền e đợt 2 đây mà đi chân lạnh toát vậy thầy.thầy bảo chỉ là hiểu làm mà,tiêu cực,False,,
cmt_education011_0002_r21,education_011,Đỗ Ngọc Huyền thế từ ngày đó tới giờ bạn còn làm thư ký cho cty nào nữa ko 🤣,tiêu cực,False,,
cmt_education009_0046_r03,education_009,"Dạ, bây giờ con gái em gần 3 tuổi cũng bị bà nói là hư nữa đó chị! Mà cháu chỉ là 1 đứa con nít, mỗi lần bà nói cháu phá ko biết nghe lời em cũng nói lại với bà, bà lại qui chụp là em ko biết dạy con nữa đó chị ạ! Cháu thấy thương con còn nhỏ mà đã nghe bà ""xả rác"" rồi!",ý kiến riêng,False,,
cmt_education_040_0003_r03,education_040,Gary hs em nói em đi chơi thể thao điện tử  trong quán nét.,trung lập,False,,
cmt_education007_0068_r01,education_007,Nguyen Huu Duc câu hỏi của anh khá hay.  Đây cũng là điều mà nhiều người băn khoăn.,trung lập,False,,
cmt_education_007_0025,education_007,May quá có đủ các bằng. Các bác xếp như nào cháu cũng chiều. Mà nhất quán cho đỡ khổ. Học tốn bao thời gian giờ cứ cãi nhau loạn cả lên.,trung lập,False,,
cmt_education_017_0598,education_017,"Đến 2030 là học online tại nhà, thi luôn online k phải đi đâu cho tốn kém",ý kiến riêng,False,,
cmt_education_037_0129,education_037,Học bạ thì 3 môn 25đ thi tốt nghiệp thì 4 môn không được 20đ vẫn học đại học ầm ầm,tiêu cực,False,,
cmt_education_017_0035,education_017,Biết thế này lấy chồng sớm đẻ sớm con đỡ khổ😂😂,trung lập,False,,
cmt_education_001_0036,education_001,Hi vọng sẽ sớm có cơ chế về vấn đề phòng và chống tham nhũng trong giáo dục ^^.,tích cực,False,,
cmt_education_017_0409,education_017,Mấy  bé  ở  thành  phố  sử dụng  máy  tính  nhiều còn  rành  thương  cho mấy  em vùng  sâu  vùng  xa k có  điều kiện  học,ý kiến riêng,False,,
cmt_education_004_0132,education_004,niệm ngay,rác,True,,
cmt_education_005_0074,education_005,"Bây giờ mong nhà nước nghiêm cấm không cho day thêm nữa, không biết đến lop học cái gì, day cái gì mà cứ đe day thêm là sao",ý kiến riêng,False,,
cmt_education_007_0247,education_007,Tôi thích Ck1-2 khám chữa bệnh hơn thạc sỹ,tích cực,False,,
cmt_education_017_0570,education_017,Này thi xong nằm tại phòng thi luôn,trung lập,False,,
cmt_education_019_0014,education_019,Bộ thối nát nên giờ có học cũng như không,tiêu cực,False,,
cmt_education011_0076_r01,education_011,Tô Thành Long pháp luật chỉ áp dụng cho dân thôi,tiêu cực,False,,
cmt_education015_0002_r13,education_015,"Huệ Hưng Bửu nhiều người không phân biệt được khác nhau giữa ""chưa"" và ""không"". Không hiểu được ý người ta nói về thứ tự trước sau, cái nào nên ưu tiên. Đúng đọc hiểu có vấn đề thật. 🙂 (Lưu ý: thiếu nước lâu ngày sẽ ảnh hưởng đến hoạt động của não bộ)",ý kiến riêng,False,,
cmt_education018_0060_r25,education_018,Trương Nam Me2 k68 tổ hợp Bách kinh xây mạnh lắm khó đi :)),trung lập,False,,
cmt_education_011_0112,education_011,Mỗi ngày đến trường là một niềm vui,tích cực,False,,
cmt_education020_0004_r21,education_020,Trọng Lập chờ có điểm biết ngay :)) vẫn có cao thủ nằm rank cao thôi :)),trung lập,False,,
cmt_education007_0003_r16,education_007,"Việc đào tạo văn bằng của ngành y tế còn có những bất cập. Bởi vì, ngành y tế khác với những ngành nghề khác, cho nên việc đào tạo ra một ông thạc sỹ y khoa hoặc một ông tiến sỹ y khoa cũng phải khác. Ví dụ như để được cấp bằng thạc sỹ y khoa thì phải bao gồm phần lý thuyết và cả phần chuyên khoa cấp I. Tương tự như vậy, để được cấp bằng tiến sỹ y khoa thì phải bao gồm cả phần lý thuyết và cả kiến thức chuyên khoa cấp II. Có như vậy thì nó mới phù hợp với công tác đào tạo sinh viên y khoa. Còn anh chỉ có mỗi cái bằng chuyên khoa cấp I hoặc chuyên khoa cấp II, thì như bộ trưởng giáo dục nói thì đây cũng chỉ là cái chứng chỉ chuyên khoa cấp I hoặc cấp II mà thôi. Vì vậy, để được cấp bằng thạc sỹ y khoa thì ngoài phần lý thuyết, còn phải bắt buộc là bác sĩ chuyên khoa I. Để được cấp bằng tiến sỹ y khoa, ngoài phần lý thuyết, còn phải bắt buộc là bác sỹ chuyên khoa II.",tích cực,False,,
cmt_education_016_0027,education_016,"Ủng hộ dự thảo, chứ để thi tốt nghiệp 27,5 còn trượt vì tuyển thẳng và quy đổi quá nhiều không công bằng bác BGD. Đề nghị nhanh chóng ban hành Quy chế tuyển sinh đại học năm 2026.",tích cực,False,,
cmt_education011_0005_r09,education_011,Hoàng Quỳnh Trang,rác,True,,
cmt_education009_0046_r02,education_009,"Phương Trần thôi thì đành làm ""con hư"" e nhỉ.",rác,True,,
cmt_education020_0004_r14,education_020,Huyen Anh Nguyen anh nào muốn vào đại học thì lo mà học cho tốt đa số tốt nghiệp đi lao động đi học nghề kiếm tiền,trung lập,False,,
cmt_education011_0006_r16,education_011,Phong Lâm k.tong bi thu truong moi dung.,trung lập,False,,
cmt_education_018_0108,education_018,Quocanh Nguyen FTU đi 1m2 gặp 2 người quen =)))) Chuyển về Chóc Chơn gấppppp,trung lập,False,,
cmt_education_037_0040,education_037,"Tuyệt vời, một bước đi đột phá cho giáo dục.",tích cực,False,,
cmt_education_011_0249,education_011,Có camera mà thầy hành động nhanh quá,tiêu cực,False,,
cmt_education_004_0051,education_004,Cứ thấy là ăn thôi.trong đó tiền sư kiên cả nước quan tâm .. bó tay,tiêu cực,False,,
cmt_education020_0003_r10,education_020,Thoa Chu đừng vì thấy con em mình không đạt điểm như kỳ vọng rồi có góc nhìn thiếu khách quan,tiêu cực,False,,
cmt_education_018_0272,education_018,"Quá mừng, nên chuyển đi",trung lập,False,,
cmt_education_017_0504,education_017,"Cái cần thì éo làm, Diễn trò.",tiêu cực,False,,
cmt_education011_0010_r02,education_011,"Tạp Hoá Chị Mén do các thầy các cô dạy 1 tuần vài tiết nên ban ngày có thời gian rảnh rỗi sắp xếp đi nhảy thuận tiện, lại tiện bề dễ nói dối ck con ở nhà",tiêu cực,False,,
cmt_education_004_0116,education_004,"Cám nhà triều đình đã xử lý nghiêm minh, cám ơn các bạn sinh viên đã dám lên tiếng",tích cực,False,,
cmt_education007_0043_r03,education_007,Huy DươngBGD ôm lại nát bấy cả ngành ra. Giữ nguyên để BYT quản lý toàn bộ các vấn đề về nhân lực ngành y tế đảm bảo chất lượng. Kinh nghiệm đi khám chữa bệnh là cứ thấy BS CK thì yên tâm còn Ths Ts thì dè chừng.,tiêu cực,False,,
cmt_education017_0014_r01,education_017,"Minh Nguyệt tiếng anh thì dễ rồi, chỉ khoanh đáp án, môn văn mới là bất lợi nè, vừa suy nghĩ ý hay vừa đánh máy vừa canh tgian cho kịp",tiêu cực,False,,
cmt_education_017_0555,education_017,Ngọc Lưu trùng sinh nhầm lúc r,rác,True,,
cmt_education_007_0216,education_007,Đúng rồi. Nên như thế.,tích cực,False,,
cmt_education_037_0104_r01,education_037,Bình Nguyễn rât nhiều bạn bị tâm lý phòng thi.,trung lập,False,,
cmt_education_009_0322,education_009,Không còn Nhân bản nữa rồi,tiêu cực,False,,
cmt_education017_0042_r10,education_017,Nhan Nhiên mạng nội bộ thì lắc mạng bao giờ,tiêu cực,False,,
cmt_education_017_0466,education_017,Tâm lý. Này HS  pay màu hết. Vì chx kịp hoàn hồn sau khi thi thì điểm làm pay hồn ^^,trung lập,False,,
cmt_education_017_0679,education_017,Thanh Thảo chắc em hphuc lắm,rác,True,,
cmt_education_011_0168,education_011,"Phòng giáo dục, mà tệ nạn hơn cả ổ mại dâm,  cần bỏ tù bọn vô đạo đức này ngay,",tiêu cực,False,,
cmt_education_038_0130,education_038,Tiếng Việt chưa rành học tiếng anh cái gì..???,tiêu cực,False,,
cmt_education_040_0097,education_040,Còn gì tung ra nốt đi 2k7 đã quá quen với việc này,tích cực,False,,
cmt_education_009_0257,education_009,giáo viên nay  day cac em theo thói côn đô thế này thi  chuyên truong cho nhanh thôi cac phụ huynh oi hiêu truong o quan tâm ma con lo truong đat chuẩn  cai gi o biêt,tiêu cực,False,,
cmt_education007_0033_r01,education_007,"Truong Hoang Trung thế giới họ công nhận Thạc sĩ, Tiến sĩ chứ CK1-2 còn tùy vào quốc gia và khu vực đó, CK1-2 dịch ra tiếng nước ngoài rất khó bởi vì hệ thống đào tạo họ khác mình bác nhé.",trung lập,False,,
cmt_education011_0002_r04,education_011,❌ vừa  xe;m cờ l;íp vụ này  bên Phố Hóng Hớt,tiêu cực,False,,
cmt_education_005_0262,education_005,Mẹ Cu ôi điên à,rác,True,,
cmt_education017_0001_r04,education_017,Hà Nguyễn vs cả nhx bn nhà ko có máy tính thi kiểu j,tiêu cực,False,,
cmt_education007_0048_r02,education_007,Trần Văn Sơn bác nói sớm cho e khỏi đi học cấy🤣,rác,True,,
cmt_education_011_0063,education_011,Cho xin thêm.thông tin đi shop,rác,True,,
cmt_education_007_0255,education_007,Nói đúng = bậc Thầy của Ths Ts luôn..,tích cực,False,,
cmt_education_037_0012,education_037,"Bỏ là tốt, thi tuyển sinh do trường tổ chức để chọn lựa sinh viên.",tích cực,False,,
cmt_education_040_0102_r02,education_040,Trang Minh dừng lại được r :),rác,True,,
cmt_education_011_0472,education_011,"Cả hai đồng tình 
Để hưởng quyền lợi",trung lập,False,,
cmt_education_011_0376,education_011,Đất nước mình thiếu gì người giỏi mà phải dùng người này.,tiêu cực,False,,
cmt_education020_0011_r03,education_020,"Người tham gia ẩn danh 242 tính gài, nhưng gặp đúng đứa học giỏi nên câm rồi à tk nhóc",tiêu cực,False,,
cmt_education_040_0072_r02,education_040,Em đeo được nò,rác,True,,
cmt_education011_0002_r01,education_011,Người tham gia ẩn danh 912 có 1 bà thôi nhưng chắc chắn  cả 2 đều có gia đình :))))),trung lập,False,,
cmt_education_017_0290,education_017,vl khổ vậy,rác,True,,
cmt_education017_0008_r03,education_017,Nq Thanh Tu Anhh 2k9 khổ chứ bộ Giáo dục đâu có khổ bộ vui mà,tích cực,False,,
cmt_education_037_0007_r01,education_037,Kiều Thanh nếu muốn giữ thì chỉ xét cho các trường trọng điểm của 200 trường thôi thì hợp lý hơn chứ xét tran lan như gdtx hoặc mấy trường 10-16đ  thì đa số mấy trường đó toàn buff học bạ chả công bằng,ý kiến riêng,False,,
cmt_education007_0010_r04,education_007,"Thu Anh mới ra trường phải đi học cchn do bs ck1 trong bv hướng dẫn đó thím. Sau đó mới dc hành nghề, vậy thì ai là Thầy của ai",trung lập,False,,
cmt_education_040_0083,education_040,quan trọng là duyệt đề án của dự bị đi đi ạ :))))))))))))),trung lập,False,,
cmt_education_009_0318,education_009,Co nay cho nghi day la dung,tiêu cực,False,,
cmt_education017_0006_r03,education_017,Cuong Viet hình như trường THCS Giảng Võ đang áp dụng mô hình học trên máy tính xách tay thì phải :))),tiêu cực,False,,
cmt_education007_0010_r05,education_007,"Thu Anh Quy định dạy học do bộ giáo dục đề ra nên họ tất nhiên ưu tiên bằng do họ cấp là Ts đó. Chứ nói ck2 mà không giỏi chuyên môn bằng Ts, để Ts dạy… thì xem lại đi bạn",trung lập,False,,
cmt_education_015_0060,education_015,Còn nhiều trường quốc tế mà đứng sau là Mĩ cũng giải thể hết luôn cho sạch xã hội tránh mầm họa phản động sau này,tiêu cực,False,,
cmt_education_015_0075,education_015,Ưng cái bụng !,rác,True,,
cmt_education_011_0229,education_011,Bộ bàn ghế khang trang đấy,trung lập,False,,
cmt_education009_0075_r01,education_009,Phương Thu Nguyễn cô giáo này có năng khiếu trong lĩnh vực cai ngục 😁,tiêu cực,False,,
cmt_education_009_0163,education_009,"Con gái e từng là cán bộ lớp, đc cô giáo cho phép dùng thước phạt đánh bạn khác, e thật sự rất ngạc nhiên vì sao cô giáo có thể nghĩ ra cách làm vậy, và e ko đồng ý với cách làm này",tiêu cực,False,,
cmt_education011_0004_r01,education_011,Nam Bắc ma bắt j học trò nữa,tiêu cực,False,,
cmt_education_037_0066,education_037,kiểu gì cũng vậy thôi. chỉ cần dạy và học tóit kiểu gì cũng ổn,trung lập,False,,
cmt_education011_0001_r01,education_011,"li*m láp đồ, cô nào cũng ngon, có cả HS nữa mà, xem bên Tin nóng 24/7",tiêu cực,False,,
cmt_education_020_0267,education_020,"Tinh tướng quá, mấy ông ở trên nói nghe ngứa lỗ tai ghê.",tiêu cực,False,,
cmt_education_009_0237,education_009,"Người thầy phải biết cho học sinh đạo làm người ,rồi cho học sinh học văn hóa ,cô giáo này chắc là giáo dục bạo lực học đường",tiêu cực,False,,
cmt_education_011_0404,education_011,Trường này chuẩn bị tuyển hơi bị nhiều giáo viên,trung lập,False,,
cmt_education014_0001_r01,education_014,"VTV24 cảm ơn VTV đã đưa tin! còn hơn là trường nào đó xóa comment, block người hỏi....",tích cực,False,,
cmt_education_009_0284,education_009,"Nếu em ko ghét cô mới là lạ, nhỏ quá nên em ko quen với từ Thù  , nên ko nói là em thu",trung lập,False,,
cmt_education_005_0006,education_005,Lương giáo viên cao nhất hệ mặt trời rui mà còn ra nông nổi này nữa thi that la....,tiêu cực,False,,
cmt_education020_0004_r03,education_020,Người tham gia ẩn danh 134 khối a mà 10 thì cũn toàn theo tiếng anh với quy đổi chứng chỉ chứ có phải khơi khơi được 10??? đề tiếng anh những năm trước với năm nay nó khác xa nhau chứ có phải đều nhau đâu ??? mọi năm tiếng anh là môn thi bắt buộc nên đề sẽ có những phần cho điểm hầu hết là từ 5-7đ còn năm nay coi thử cái đề coi nó như nào,trung lập,False,,
cmt_education_007_0090,education_007,Thì giờ byt không công nhận hành nghề cho ths là hoà 🙈,trung lập,False,,
cmt_education_011_0040,education_011,Dong Thanh Mai trường thầy ông nội,rác,True,,
cmt_education007_0005_r02,education_007,Nguyễn Quang Tráng nhưng bạn phải biết rằng BSnt nó giỏi hơn cả li thuyết và thực hành so với cái bọn thạc sĩ dởm kìa . Bọn dốt mới đi học thạc sĩ. Người ta muốn người giỏi hơn ít nhất phải được công nhận bằng thằng dốt máu chốt của vấn đề là ở chỗ này.,trung lập,False,,
cmt_education_018_0274,education_018,Ngoại thành phía nam rộng bao La,trung lập,False,,
cmt_education_011_0390,education_011,Thủc tục thăng tiến trong công việc thôi,ý kiến riêng,False,,
cmt_education_040_0114,education_040,Thanh XuânĐặng Diệu Linhh may mà bọn mình tốt nghiệp r🥲,rác,True,,
cmt_education_037_0169,education_037,Yến Hoàng Dương Dương Kimm Thiên nghe gì chx,rác,True,,
cmt_education009_0081_r02,education_009,Cấp 2 có mấy cái à. Bà ni ác hơn,rác,True,,
cmt_education007_0004_r01,education_007,Minh Lê có rồi mà,tích cực,False,,
cmt_education005_0060_r01,education_005,"Nguyễn Thùy Linh thiếu gì lý do liên quan đến túi tiền của Cô ạ, đại loại như ko đi học thêm Cô, ko quan tâm Cô vào các ngày lễ",ý kiến riêng,False,,
cmt_education_005_0030,education_005,Cho về nhà lo cho con,rác,True,,
cmt_education_040_0004_r02,education_040,"Đặng Thị Bắc sếp em bảo, chưa thấy 1 đất nước nào lại để môn pháp luật là môn tự chọn cả c ạ😃",tiêu cực,False,,
cmt_education_013_0005,education_013,7600 tỷ là nghìn tỷ mà đọc thế nào thành 7 tỉ :)))) nghĩ sao shark mà 7 tỉ ko nộp lại cho nhà nước đc :)),tiêu cực,False,,
cmt_education009_0030_r01,education_009,Lê Ngọc Mai vl giáo viên 😂😂😂,rác,True,,
