comment_id,event_id,text,llm_emotion,is_trash,verified_label,notes
cmt_showbiz010_0046_r05,showbiz_010,Kỳ Anh em méo thích th này 😆,,True,,
cmt_showbiz_020_1644,showbiz_020,Yên Lương Minh Tiên,,True,,
cmt_showbiz_007_0303,showbiz_007,Thư Thư,,True,,
cmt_showbiz023_0003_r10,showbiz_023,Cao Thanh 🤮,,True,,
cmt_showbiz_034_1076_r17,showbiz_034,Dương Ngọc Linh tin chuẩn chưa để đi đồn,,True,,
cmt_showbiz_033_1953_r70,showbiz_033,Nguyễn Công Tú Bán hàng kém chất lượng là sai với đời ròii,Phẫn nộ,False,,
cmt_showbiz_043_1415,showbiz_033,chụp ảnh vẫn tươi thật,Trung lập,False,,
cmt_showbiz004_0009_r17,showbiz_004,Người đẹp cần xem chiếc này kỹ hơn thì qua bên em bài T3 nha 🥰,,True,,
cmt_showbiz_033_1556_r01,showbiz_033,Nhung Cao chụp ảnh tươi kia 😒,,True,,
cmt_showbiz_018_0072,showbiz_018,"Phí thanh xuân của bả,,cảm thấy thương tất cả phụ nữ chúng ta❤️",Đồng cảm,False,,
cmt_showbiz011_0047_r05,showbiz_011,"Phương Phương Có dám kiện ko, con kia nắm bằng chứng ko đưa ra đó, cho nó kiện rồi ra tòa mới đưa, virus mới tan tành",Phẫn nộ,False,,
cmt_showbiz_011_0058,showbiz_011,"Cuối cùng J97 vẫn tốt hơn, ảnh tệ nhưng ảnh không lèm bèm",Ủng hộ,False,,
cmt_showbiz_020_1958,showbiz_020,Lịch Lê,,True,,
cmt_showbiz_012_0057,showbiz_012,Ánh đẹp hơn con 98,Cà khịa,False,,
cmt_showbiz_034_0009_r15,showbiz_034,"Hrung Bya đợt lũ này. C có ủng hộ miếng nào, chia bớt cho người nghèo hơn c chưa ạ :))))",Cà khịa,False,,
cmt_showbiz_034_0006_r14,showbiz_034,Hùng Phan,,True,,
cmt_showbiz_044_2224,showbiz_034,Quá vừa lòng,Trung lập,False,,
cmt_showbiz_044_2215,showbiz_034,Nhiều tiền cũng ko sướng đâu,Trung lập,False,,
cmt_showbiz024_0004_r06,showbiz_024,Cương Ngọc Nguyễn may quần áo trại!,,True,,
cmt_showbiz_033_1942_r13,showbiz_033,Dõan Đại Hiệp nghiện giờ còn k muốn bắt ấy,,True,,
cmt_showbiz_033_0001_r131,showbiz_033,Hồng Chill chuẩn,,True,,
cmt_showbiz008_0005_r12,showbiz_008,Phạm Hùng Sơn thắc mắc là sau bên kia không kiện vu khống mà im lặng quá. Cứ làm phát cho xong chứ hở chút quay xe mệt vãi lìn.,Trung lập,False,,
cmt_showbiz012_0011_r02,showbiz_012,Tui tưởng chỉ có mấy bà mấy cô mê C thôi chứ.Hihihi,Cà khịa,False,,
cmt_showbiz_044_1803,showbiz_034,Khả năng cao là Toang 🙏😂,Trung lập,False,,
cmt_showbiz018_0010_r03,showbiz_018,"Khánh Linh đàn ông 50 tuổi lấy được vợ khi giàu, đàn bà 50 tuổi lấy được chồng cũng chỉ khi giàu thôi :)))",Cà khịa,False,,
cmt_showbiz_011_0135,showbiz_011,Cần phải kiểm soát chặt chẽ để cứu lấy tương lai đất nước,Phẫn nộ,False,,
cmt_showbiz_032_0119,showbiz_032,Búi tóc đêm CK vô top 2 trùng hợp thật.,Trung lập,False,,
cmt_showbiz_020_1051,showbiz_020,Làm 1 đời. Bây giờ chó ăn hết.,Trung lập,False,,
cmt_showbiz_004_0237,showbiz_004,"Tôi đố ông nào tìm được  ông ,bà nào kinh doanh toàn đồ thật mà giầu ,thật giầu nghe .?",Cà khịa,False,,
cmt_showbiz_033_2001_r01,showbiz_033,Tran An nó làm như thế mới Lừa đc nhiều hơn,Trung lập,False,,
cmt_showbiz_044_2416,showbiz_034,🙏🙏🙏  đời kg như tg nhé 🤣,Trung lập,False,,
cmt_showbiz_044_2003,showbiz_034,Kiều Tâm,,True,,
cmt_showbiz_020_1516,showbiz_020,Thuỷ Đàm Đàm Thanh Tâm Mai đi xa luôn rồi 🥹,,True,,
cmt_showbiz_033_1952_r07,showbiz_033,Tuan Tran Minh tag vk ông vào gấp 🤣🤣🤣,,True,,
cmt_showbiz_018_0167,showbiz_018,"một, một lền",Trung lập,False,,
cmt_showbiz_033_1940_r443,showbiz_033,Tuyền Văn Hóa,,True,,
cmt_showbiz_012_0219,showbiz_012,sao toàn người giầu có và xinh đẹp cái gì cũng có mà lại thiếu đạo đức và sự lương thiện thế nhỉ? xh bây giờ biết tin ai?,Trung lập,False,,
cmt_showbiz_033_1940_r424,showbiz_033,Tuyền Văn Hóa ngưỡng mộ c ấy sao giàu cỡ đó hoá ra toàn đào lửa,Trung lập,False,,
cmt_showbiz019_0020_r07,showbiz_019,"Phương Lan Trịnh Nguyễn cty livestream bán sản phẩm do 2 anh em Đại dương và tiểu dương làm chủ, 2ae xuất phát từ làm idol tiktok làm clip hài rồi phất lên mở được cái công ty to đùng tên Ba con cừu, ban đầu mn tin tưởng 2ae vì quảng cáo chân thật sản phẩm, nhưng mới năm ngoái dính cái phốt to đùng là cty bán hàng nói dối nguồn gốc xuất xứ, ông em Tiểu dương ngoại tình,bị vợ phát hiện lập mưu tống tiểu tam vào tù, 2ae đã bị cấm sống , và đang tuồn hàng hóa tồn kho của cty ra ngoài với giá rẻ, nhất là  với các thị trường Đông nam á",,True,,
cmt_showbiz_019_0010,showbiz_019,Sao ko nhắc tới lỗi: Thiếu đạo đức nhỉ? Cái đó là căn cốt mà???,Phẫn nộ,False,,
cmt_showbiz020_0189_r02,showbiz_020,Diệp Quỳnh 2 ngàn bảy trăm tỏi🤣,,True,,
cmt_showbiz_044_1050,showbiz_034,Hằng Nguyễn,,True,,
cmt_showbiz_011_0239,showbiz_011,Hay thề lắm đợt này chớt mẹ nè,Cà khịa,False,,
cmt_showbiz_020_3214,showbiz_020,"Bố cái loại báo vớ vẩn.  Nta có tiền thì nta xây , ngòii đây mà sân si.  Bố m có tiền bố m cũng xây cho cả họ.",Trung lập,False,,
cmt_showbiz_020_2158,showbiz_020,Le Hanh,,True,,
cmt_showbiz011_0047_r06,showbiz_011,Nguyen Ga Thái thì z mới khịa đó 🤣,Phẫn nộ,False,,
cmt_showbiz_032_0290,showbiz_032,Trên hình đẹp mà trên live ngược vạy troi😂,Trung lập,False,,
cmt_showbiz_033_1978_r20,showbiz_033,"Hà Nguyên ! Trích ra một phần rất nhỏ lợi nhuận kiếm từ việc làm ăn phi pháp làm từ thiện, tạo vỏ bọc hoàn hảo nhưng lưới trời lồng lộng không bg thoát được.",Trung lập,False,,
cmt_showbiz_010_0141,showbiz_010,Tính ra ảnh bảo hoa hồng của nhân viên là thật chứ anh có điêu đâu =)))),Trung lập,False,,
cmt_showbiz_020_1777,showbiz_020,Sếp e!,,True,,
cmt_showbiz_034_2071_r16,showbiz_034,Doãn Trí Bình không ngờ đại hiệp lại nói đc câu hay đến vậy!,Trung lập,False,,
cmt_showbiz007_0037_r05,showbiz_007,Trâm Phạm ứ ừ free đó bạn,,True,,
cmt_showbiz_012_0068,showbiz_012,"Chắc  không  sao  nghỉ  dưỡng  vài  năm ra, xèng vàng  còn  đủ  xài  đến  lúc  chết",Cà khịa,False,,
cmt_showbiz020_1326_r01,showbiz_020,"Ông Đức Phố Thời kỳ thanh lọc này,nhân quả sẽ ko bỏ xót bất kỳ ai.Vũ trụ đang loại bỏ dần những thực thể,mang nguồn nl ko phù hợp với thế giới mới của một kỷ nguyên tương lai mới.
10 phần đi 7 còn 3,đi 2 còn 1 mới ra thái bình.ADIĐÀPHẬT 🙏",Trung lập,False,,
cmt_showbiz_033_0001_r45,showbiz_033,Trần Vân nghe bà PH nói chưa b tề? Khổ cực quá nên bà ra bất mãn luôn dó,Cà khịa,False,,
cmt_showbiz_043_1680,showbiz_033,Ý là cứ cười í 🤣,Trung lập,False,,
cmt_showbiz_021_0036,showbiz_021,Phụ hồ 2 tháng cũng được 😅,Cà khịa,False,,
cmt_showbiz_034_0899_r02,showbiz_034,Hiếu Ngô …Chắc là có …🤣🤣🤣,,True,,
cmt_showbiz_044_0508,showbiz_034,Làm đc bn năm cho kho bạc,Trung lập,False,,
cmt_showbiz_020_2046,showbiz_020,Thùy Linh,,True,,
cmt_showbiz_043_1197,showbiz_033,Đại sứ thương hiệu Luonvuituoi à,Trung lập,False,,
cmt_showbiz_034_2084_r04,showbiz_034,"Dũng Nguyễn chó ăn cức nó quen rồi. tính tẩy trắng lấy lòng tin xong làm kèo nữa đó, tốt đẹp gì đâu cái loại này",Trung lập,False,,
cmt_showbiz_025_0062,showbiz_025,Hãy lo cho cuộc sống của mình còn việc đại sự đã có người lo!,Trung lập,False,,
cmt_showbiz_033_1948_r09,showbiz_033,"Hoàng Long bạn ý tốt thật nhưng hàng của hh dùng k như quảng cáo tâm này năm ngoái mình mua cặp dau goi, gọi chán lắm",,True,,
cmt_showbiz_011_0234,showbiz_011,Bùi Khánh Huyền Ngọc Kem đăng nhạc jack là hiểu r :))),Cà khịa,False,,
cmt_showbiz011_0036_r06,showbiz_011,Lê Thị Mỹ Huyền tại cây láp nó to,,True,,
cmt_showbiz_011_0045,showbiz_011,Lan Anh Nguyen =)))) nè c,,True,,
cmt_showbiz019_0183_r04,showbiz_019,"Ying Ying gian ác còn lươn lẹo , ăn trên xương máu ngta 😀 tội chưa xử á",Trung lập,False,,
cmt_showbiz_012_0056,showbiz_012,"Bắt nhiều thật, đội ngũ nhân sự Juve năm nay hoạt động tích cực quá 😆",Cà khịa,False,,
cmt_showbiz_021_0026,showbiz_021,Giá rớt ae nhể? Rẻ phết😂,Cà khịa,False,,
cmt_showbiz_020_1799,showbiz_020,thiệc hong,,True,,
cmt_showbiz_044_1229,showbiz_034,Rồi lá lại rụng về cội thôi...nhiều nhà tò đang xây cất...,Trung lập,False,,
cmt_showbiz004_0003_r01,showbiz_004,Lê Quốc Hiếu đồng ý quan điểm. Thật sự mấy cò đất cũng làm từ thiện dữ lắm🤣,Đồng cảm,False,,
cmt_showbiz_033_1940_r528,showbiz_033,Ngọc Toàn thế chú cũng bị lừa à,,True,,
cmt_showbiz008_0016_r08,showbiz_008,"Ngọc Như em tag chị vô có gì hem,sao xoá cmt rồi",,True,,
cmt_showbiz_019_0387,showbiz_019,chạy đâu cho hết nắng :))),Trung lập,False,,
cmt_showbiz_004_0197,showbiz_004,"Đúng vậy 
Làm ăn tử tế chỉ đủ ăn chứ không sa hoa được 
Cầu mong mọi người làm ăn tử tế",Ủng hộ,False,,
cmt_showbiz_044_0014,showbiz_034,Giới hoan hô công an,Ủng hộ,False,,
cmt_showbiz020_2150_r10,showbiz_020,Thanh Vinh,,True,,
cmt_showbiz_033_0001_r05,showbiz_033,Nguyễn Việt Tùng một khi bi làm thit thi nhiêu tiền cho đủ 🤣,Cà khịa,False,,
cmt_showbiz009_0042_r01,showbiz_009,Lan Anh đặc trưng của thằng đặc cầu này rồi cậu ạ. Tớ cũng thấy tởm ☠️,Trung lập,False,,
cmt_showbiz_033_1958_r03,showbiz_033,Hoà Lê Quang nói xàm gì vậy,,True,,
cmt_showbiz_044_2275,showbiz_034,Bình của 3 năm trước như này.thì em PO có yêu anh ko.,Trung lập,False,,
cmt_showbiz_032_0251,showbiz_032,Nhìn cũng hợp MW nè,Trung lập,False,,
cmt_showbiz_020_1213,showbiz_020,Khổ mấy bạn nhân viên mất việc .,Trung lập,False,,
cmt_showbiz019_0033_r01,showbiz_019,Phương Dung đúng vậy chúng nó live bán đầy ra đã bóc thì bóc hết cho công bằng đi.,Trung lập,False,,
cmt_showbiz_044_0163,showbiz_034,Đây kiểu làm giả ăn thật. Giàu kiểu này sao mà bền đc,Trung lập,False,,
cmt_showbiz_012_0104,showbiz_012,"Nếu đúng vậy , rất tiếc cho DV nổi tiếng , được ngưỡng mộ !",Đồng cảm,False,,
cmt_showbiz_043_1369,showbiz_033,Nhiều người cũng ko bằng người ta đâu mà thấy lên đây cũng chửi ghê quá..thật bất công với những người lương thiện cũng cống hiến làm từ thiện quá nhiều mà đến lúc vẫn chỉ dk  nhận lại những lời cay độc ..thật chả hiểu con người,Trung lập,False,,
cmt_showbiz_020_0766,showbiz_020,Khủng thiệt,Trung lập,False,,
cmt_showbiz016_0028_r15,showbiz_016,Nguyễn Tiếm Luân liêm nhưng sĩ 🤣,,True,,
cmt_showbiz_044_1547,showbiz_034,Nhìn Cá Mập này cứ hãm thế nào ấy 🤭🤭🤭,,True,,
cmt_showbiz020_0900_r03,showbiz_020,"Dương Tâm Như chỉ khả thi để 2 danh từ đứng kế nhau là khi ông đó tên là Magic 😑, như kiểu Doctor Thanh, Doctor Đồng",Trung lập,False,,
cmt_showbiz_006_0106,showbiz_006,Vinh Đào,,True,,
cmt_showbiz_004_0142,showbiz_004,"Sao t ghét 2 đứa này quá trời, gian manh xảo trá, hại người, gong cổ đi hết dùm đi 🙏",Phẫn nộ,False,,
cmt_showbiz_024_0002,showbiz_024,Bảo sao lắm bộ thời trang do đội này thiết kế người mẫu mặc nhìn như người trời,Trung lập,False,,
cmt_showbiz_008_0304,showbiz_008,vậy là bé sol nhịn 11 tháng à =)),,True,,
cmt_showbiz_006_0054,showbiz_006,Tôi có thắc mắc tại sao đến tận bây giờ Jack mới có động thái gọi là kiện nhỉ?,Trung lập,False,,
cmt_showbiz020_2841_r38,showbiz_020,Minh Hải có hiểu chữ Phật là gì không mà dám nói câu Phật là Ma vậy?,Trung lập,False,,
cmt_showbiz_020_2747,showbiz_020,😛,,True,,
cmt_showbiz007_0048_r04,showbiz_007,Project Runway Vietnam chị Phương,,True,,
cmt_showbiz011_0026_r02,showbiz_011,Chu Tuấn Anh anh đâu có đẹp cở KSH mà đòi tẩy :))) bữa nay anh thức tới sáng,Cà khịa,False,,
cmt_showbiz010_0004_r04,showbiz_010,Quỳnh Như,,True,,
cmt_showbiz020_2483_r01,showbiz_020,Phuong Nguyen,,True,,
cmt_showbiz_043_0562,showbiz_033,Nhìn tươi như chụp ảnh CCCD ý nhỉ.,Trung lập,False,,
cmt_showbiz018_0023_r09,showbiz_018,Nhi Trần founder của cái nhóm sẽ education hơn triệu members nên nhiều người biết b à,,True,,
cmt_showbiz011_0038_r06,showbiz_011,Na Quỳ thật sao có loại mặt dày như thằng này ko biết 😂,Cà khịa,False,,
cmt_showbiz_012_0024,showbiz_012,Thật hay đùa vậy ?,,True,,
cmt_showbiz030_0005_r06,showbiz_030,Mai Hoài Bảo ca sĩ chợ thui chứ sao hạng nó lm lớn ra tò tới nơi,Trung lập,False,,
cmt_showbiz_034_0037_r05,showbiz_034,Hoàng Huy Châu  mô i.  Vén. Lên.  Mô ng. Lec.  Xanh xanh.   Nhìn. Hoi.  Ghê b hi,,True,,
cmt_showbiz_033_1946_r21,showbiz_033,"Trung Nguyên tôi bán quả táo 100k tôi nhập 5k tôi mang đi từ thiện 2,5k. Ông ủng hộ tôi 1000 quả đi việc thiện nào cũng sẽ có mặt tôi 🐧",Trung lập,False,,
cmt_showbiz_030_0039,showbiz_030,"D.A.vy cho no bai độc quyền "" lấy con chim ra ne,xog bắt con c'u a nhét zo ..."" cho nó tự đặt tên đi. Chưa gì tự cho mình tài năng rồi.",Trung lập,False,,
cmt_showbiz_020_0688,showbiz_020,Nhìu chuyện,Trung lập,False,,
cmt_showbiz004_0100_r01,showbiz_004,"Nguyên Hồ 🔥'CAM của mấy Chú CA đỉnh. Tí thì k nhận ra N98 Iuôn á 😂 Iời khaii của N98 đâyy nè.. semm bênn ➡️  Hóng Hớt Đường Phố

😅",Cà khịa,False,,
cmt_showbiz011_0048_r09,showbiz_011,"Lê Thị Hà Ly do bả kia nữa thôi, đã bắt bỏ 1 đứa còn chơi nó chơi nữa thì nó cũng kp dang vừa :))) quá xứng đôi vừa lứa",Cà khịa,False,,
cmt_showbiz_006_0059,showbiz_006,😱,,True,,
cmt_showbiz_044_0288,showbiz_034,nghèo tí mà ko nói phét ko phạm pháp thì vẫn là ok ăn tiền bẩn xong nói đạo lý vứt vứt hết vào tù,Trung lập,False,,
cmt_showbiz015_0003_r03,showbiz_015,"Sáng Duyên  mình không bênh, nhưng cái xã hội này đặc biệt là những người có tư tưởng như bạn. Người ta làm tốt 100 lần bạn k để ý, người ta làm sai 1 lần bạn lên ý kiến về họ? 
Bạn có chắc là đời bạn chưa từng sai không? Đánh người chạy đi không ai đánh người chạy lại, thay vì nói lời cay đắng thì không nói tốt hơn, họ làm sai tự họ chịu chứ bọn có chịu thay họ đéo đâu",Trung lập,False,,
cmt_showbiz_032_0035,showbiz_032,"Coking show, năm sau dẹp đi",Trung lập,False,,
cmt_showbiz_034_1077_r06,showbiz_034,Giang Nguyen nhập đội Juventus thôi sau shark Thuỷ sẽ là cá mập B Ì N H nhỉ,Trung lập,False,,
cmt_showbiz_007_0209,showbiz_007,Kim Ngân ,,True,,
cmt_showbiz_004_0228,showbiz_004,Bọn này cho đu tù hết,Phẫn nộ,False,,
cmt_showbiz004_0011_r04,showbiz_004,"Phòng, chống ma túy - Công an TP. Hồ Chí Minh ê cô luôn",,True,,
cmt_showbiz013_0027_r06,showbiz_013,Nguyen Anh Tuan thật không bạn để mình đi đồn,,True,,
cmt_showbiz_011_0150,showbiz_011,Khỏi cãi nx nha:)),,True,,
cmt_showbiz004_0007_r05,showbiz_004,"Trung Trung 😄khi yêu quái hiện nguyên hình cơ mà, chứ lúc xinh đẹp là  biến hình để mê hoặc ng roài 😅",Cà khịa,False,,
cmt_showbiz_034_0001_r04,showbiz_034,Diễn Đàn Tây Nguyên,,True,,
cmt_showbiz_008_0058,showbiz_008,Ánh Ngọcc kìa,,True,,
cmt_showbiz_043_1247,showbiz_033,Chắc nhiều tiền chạy nên cười tươi như vậy nạ!,Trung lập,False,,
cmt_showbiz_019_0005,showbiz_019,"nếu nhận hoàn toàn trách nhiệm, xin lỗi chân thành và sẵn sàng đền bù thiệt hại cho khách hàng đã mua. thì mọi chuyện đâu có đi quá xa.",Ủng hộ,False,,
cmt_showbiz_007_0319,showbiz_007,Bảo Trân,,True,,
cmt_showbiz_004_0183,showbiz_004,Cán bộ cử hẳn 1 người chuyên  rep còm của dân à . Ko thấy sót cái nào 😆😆😆,Cà khịa,False,,
cmt_showbiz011_0036_r01,showbiz_011,Lê Thị Mỹ Huyền xì 1 cái cả làng chạy 🥲,,True,,
cmt_showbiz_033_0001_r176,showbiz_033,Hùng Mộc nghỉ dưỡng chứ còn gì dân nào trong tù mà biết nó phải lao động đâu,Cà khịa,False,,
cmt_showbiz_004_0153,showbiz_004,"tui hiểu cảm giác của ông , ông đừng diễn nữa cho ta chửi ông thêm",Phẫn nộ,False,,
cmt_showbiz013_0112_r02,showbiz_013,Nguyễn Quang Huy Ra vẻ thẩm phán 🤣,,True,,
cmt_showbiz_033_1857_r01,showbiz_033,Diệp Trần thể hiện khí chất ấy,,True,,
cmt_showbiz_018_0403,showbiz_018,Đặng Dung,,True,,
cmt_showbiz_043_1558,showbiz_033,Hệ sinh thái tai to mặt béo. Toàn face id ăn nữa ăn tiếp,Trung lập,False,,
cmt_showbiz_004_0095,showbiz_004,Vừa lòng lắm .nó lai làm như bố đời thiên ha .nguyên nguời toàn hàng giả mà làm y như công chúa cái giẻ rách .nhốt càng lâu càng tốt .kiếm tiền phi pháp mà còn không chia sẻ thiên nguyên 1 đồng mà toàn video xài tiền như nước,Phẫn nộ,False,,
cmt_showbiz_020_0724,showbiz_020,Còn nhiều người Đướng tên nữa ko phải nhiêu đó đâu hé,Trung lập,False,,
cmt_showbiz_020_1972,showbiz_020,😲😲,,True,,
cmt_showbiz_044_0800,showbiz_034,Vậy mà Shark hk nhanh trí chuyển cho Gas An Bình một ít đầu tư 😋,Trung lập,False,,
cmt_showbiz_011_0255,showbiz_011,Này thì lấy sự nghiệp con cái ra thề nè he,Cà khịa,False,,
cmt_showbiz009_0039_r02,showbiz_009,Trần Thị Hoài Nhân ê ổng giải thích vậy là mng quay xe rồi á đâu cóa ngồi cmt chửi =))))),Trung lập,False,,
cmt_showbiz_018_0266,showbiz_018,"Là sao?
Khum hỉu",Trung lập,False,,
cmt_showbiz023_0001_r05,showbiz_023,Anh Thơ Hồ Giang sang tuổi thứ 3 bà . Về Bắc Giang mà xem. Đkkh để làm khai sinh cho bé.,Trung lập,False,,
cmt_showbiz_033_0001_r198,showbiz_033,Nguyễn Việt Tùng với tỷ cũng ddax nặng rùi thà tham o nhiều chút còn lay tiền do chạy an,Cà khịa,False,,
cmt_showbiz019_0020_r05,showbiz_019,Lão Fang 3 con cừu là cái gì vậy bạn?,,True,,
cmt_showbiz_008_0081,showbiz_008,Dính án điểm r :)) t cười chec,Trung lập,False,,
cmt_showbiz_043_1353,showbiz_033,Hoàng Thị Hoài Linh  chị H nhà ta biết nè,,True,,
cmt_showbiz020_1520_r05,showbiz_020,Tùng Hoàng u mê ko chịu chấp nhận sự thật à haha,Cà khịa,False,,
cmt_showbiz011_0027_r08,showbiz_011,Trung Kiên ồ quao v là tẩy trắng dc r,,True,,
cmt_showbiz_019_0026,showbiz_019,"Mấy cái lọ này Bên TQ cn sx có mười mấy tệ 1 lọ, nhiều còn chưa đến 10 tệ
Oem nhãn mác, ăn uống chả có chất đg chỉ thêm tốn tiền",Cà khịa,False,,
cmt_showbiz_043_1016,showbiz_033,Lên ảnh thì vẫn phải xinh đẹp. Haha,Trung lập,False,,
cmt_showbiz_004_0126,showbiz_004,"Tội nghiệp cho mấy người tin vào mấy con lởm này, nổi tiếng…về
Thất đức",Phẫn nộ,False,,
cmt_showbiz020_2591_r01,showbiz_020,Song Gio nghiêm hết cỡ thì cũng chỉ hành chính là hết,Trung lập,False,,
cmt_showbiz_033_1940_r295,showbiz_033,Diệp NgọcHoài tượng đài sụp đổ em iu ạ,Trung lập,False,,
cmt_showbiz_020_1013,showbiz_020,Người thì tiền nhiều vô kể mình mong một chút nhỏ thôi cũng đỡ hơn rồi,Trung lập,False,,
cmt_showbiz_011_0080,showbiz_011,"Đọc tin này tin quốc tế còn hay hơn ưa nhau lắm cắn nhau đau chả có ai tốt ở đây cả 
Tất cả như 1 kịch bản và tất cả đều có lợi",Cà khịa,False,,
cmt_showbiz_033_0006_r02,showbiz_033,"Thiên Kim  rồi bạn xem , đổ tội rất nhanh",Trung lập,False,,
cmt_showbiz_033_1941_r79,showbiz_033,Xôi Lạc mày cứ ủng hộ nó đi còn dân quảng bình thì xin lổi nhé .,Trung lập,False,,
cmt_showbiz_004_0068,showbiz_004,"Trong ảnh k phải Ngân 98 đâu, Ngân này sao xấu zữ zậy",Cà khịa,False,,
cmt_showbiz_044_0059,showbiz_034,Mẹ đéo lo làm mà ăn toàn lừa đảo,Phẫn nộ,False,,
cmt_showbiz_012_0023,showbiz_012,Khoe khoang sống sang chảnh ha con,Cà khịa,False,,
cmt_showbiz_033_1940_r317,showbiz_033,Hue Phan cảm ơn bạn chúc bạn và gia đình btvv.hp ấm áp!,Trung lập,False,,
cmt_showbiz016_0021_r01,showbiz_016,Phạm Thanh Hưng ky nguyen vuon minh,,True,,
cmt_showbiz004_0011_r02,showbiz_004,Phùng Thế Linh CLG rất nhạy cảm b nha🤣🤣,Phẫn nộ,False,,
cmt_showbiz_015_0060,showbiz_015,"Alo Sao nhập ngũ đấy à, sao có thể dại dột như thế hả Sao nhập ngũ...",Trung lập,False,,
cmt_showbiz011_0020_r06,showbiz_011,"Kiều Anh đấm gì,dân mạng cho nó bao nhiêu gạch với trứng thối,cần gì ra ngoài.ở biệt phủ gạch ăn trứng thối đủ rồi",Cà khịa,False,,
cmt_showbiz_033_1940_r530,showbiz_033,Quàng Hương gì thế e mình,,True,,
cmt_showbiz012_0020_r01,showbiz_012,Quyền Nguyễn Huong Van,,True,,
cmt_showbiz009_0024_r03,showbiz_009,Tường Vi tộc cái cc,,True,,
cmt_showbiz_009_0055,showbiz_009,Nguyễn Hồng Nhung Vân Anh VũTô Hoài Thu,,True,,
cmt_showbiz_021_0092,showbiz_021,Ngại hết cả phúc sơn =))))))),Cà khịa,False,,
cmt_showbiz020_2182_r02,showbiz_020,Hoài Thương kkk,,True,,
cmt_showbiz020_1004_r01,showbiz_020,Vu Doan Tram Anh báo nào dám nói láo. Đọc thì phải hiểu chứ,Trung lập,False,,
cmt_showbiz_006_0068,showbiz_006,,,True,,
cmt_showbiz_043_0161,showbiz_033,Đằng sau nụ cười  😂 là biển rộng nước mắt 😭,Trung lập,False,,
cmt_showbiz020_1840_r01,showbiz_020,"Nguyen Nhung mình ko biết hết, nhưng ở mình có bạn à. Họ dùng 1 liệu trình năm 2018, đến này vẫn đẹp, ko dùng lại chỉ dùng sp thông thường,  mình ko nói là tất cả, nhưng về mảng cải thiện da mình thấy ok đó ban",Trung lập,False,,
cmt_showbiz009_0028_r02,showbiz_009,"Cường thánh thần, giỡn vậy có nên không trời, em xin phép đá cái vía này bay xuống 18 tầng địa ngục nha trời, anh không ác ai ác, ông cố ơi 🌝",Trung lập,False,,
cmt_showbiz_020_1126,showbiz_020,còn vỏ hộp có dc hoàn tiền k,Trung lập,False,,
cmt_showbiz_018_0026,showbiz_018,"Cưới để làm content à
?",Cà khịa,False,,
cmt_showbiz006_0003_r01,showbiz_006,Nguyễn Quang Huy ủa có nhận r mà,,True,,
cmt_showbiz_004_0132,showbiz_004,"Đọc cmt bênh với kêu tội nghiệp 2 đứa này mà t nản với tư duy cdm. Bán hàng giả hại sức khỏe bao nhiêu người rồi trục lợi ăn sung mặc sướng. Lâu lâu đi từ thiện tẩy trắng mà mấy con ngu vẫn bênh bất chấp. Có đui cũng thấy mờ mờ là 2 đứa này nó mưu mô cỡ nào. Đã bị công an triệu tập 1 lần và thừa biết mắc tội gì nhưng vẫn về nhà đóng vai thiên thần bị hại. Nhập kho rồi vẫn còn lên khóc, mặt dày ăn xin lòng thương hại.",Phẫn nộ,False,,
cmt_showbiz_033_1437_r38,showbiz_033,"Hường Nguyễn Thị tên hường bảo sao bênh nhau thế, vì ngooo giống nhao",Trung lập,False,,
cmt_showbiz_025_0059,showbiz_025,Cho cái tội ngu người....đi là vừa🤣🤣,Trung lập,False,,
cmt_showbiz024_0003_r01,showbiz_024,Dat Nguyen Việt Việt,Trung lập,False,,
cmt_showbiz_020_1696,showbiz_020,<3 <3 <3,,True,,
cmt_showbiz_020_2060,showbiz_020,Hoa Ngo,,True,,
cmt_showbiz_044_1676,showbiz_034,Thằng lùn hết tinh vi.,Trung lập,False,,
cmt_showbiz_006_0033,showbiz_006,Jack việc,Trung lập,False,,
cmt_showbiz011_0046_r01,showbiz_011,Gia Ân vl ạ,,True,,
cmt_showbiz020_3544_r01,showbiz_020,Khánh Phong Đạt Eng nói chuẩn nì,,True,,
cmt_showbiz009_0046_r09,showbiz_009,nghe tới khúc này tui cũng thấy cấn cấn :))))),Trung lập,False,,
cmt_showbiz_011_0086,showbiz_011,Phong sát cho lẹ đi ạh. Lướt feed cứ vi khuẩn xuất hiện miết,Cà khịa,False,,
cmt_showbiz_033_1942_r58,showbiz_033,Dõan Đại Hiệp chấm cho cmt bạn lên top,,True,,
cmt_showbiz015_0002_r06,showbiz_015,Bui Khac Chung hay vl,Trung lập,False,,
cmt_showbiz014_0003_r01,showbiz_014,Hương Trà k kịp :)),,True,,
cmt_showbiz_007_0013,showbiz_007,nhờ ơn nhỏ này mà giờ th jack tầy quầy luôn r 🥰 nghỉ ăn chia nữa luôn nhe con gái,Trung lập,False,,
cmt_showbiz_020_2692,showbiz_020,Năm nay chị đón Noel ở đâu?🥴,Trung lập,False,,
cmt_showbiz_033_1953_r66,showbiz_033,Nguyễn Trãi lừa chỗ này 10 r bù chỗ kia 3 ấy mà,Cà khịa,False,,
cmt_showbiz_033_0001_r41,showbiz_033,Nguyễn Việt Tùng vào chưa mà biết,,True,,
